new_sample_runid	new_complete_name	library_id	comment	unique_sample_id	old_complete_name	old_run_id	lab_project_id	batch_name	country	country_alpha2	country_alpha3	city	latitude_inferred	longtitude_inferred	batch_abbr	year	collection_date	collected_by	isolation_source	organism	ena_sample_acc	ena_experiment_acc	ena_run_acc	sequencing_platform	sequencing_type	instrument_model
384	DTU_2017_384_1_MG_AU_DD	1		2017_jun_aus_02	DTU2017_MG_80_AU_DD	80	1112	GS snapshot june 2017	Australia	AU	AUS	Darwin	-12,46	130,84	jun	17	2017-06-15	Global sewage consortium	wastewater	wastewater metagenome	ERS2597464	ERX2697873	ERR2683259	Illumina	paired	Illumina NovaSeq 6000
385	DTU_2017_385_1_MG_MT_MS	1		2017_jun_mlt_01	DTU2017_MG_81_MT_MS	81	1112	GS snapshot june 2017	Malta	MT	MLT	Xghajra	35,89	14,55	jun	17	2017-06-12	Global sewage consortium	wastewater	wastewater metagenome	ERS2597465	ERX2697874	ERR2683260	Illumina	paired	Illumina NovaSeq 6000
386	DTU_2017_386_1_MG_MT_MN	1		2017_jun_mlt_02	DTU2017_MG_82_MT_MN	82	1112	GS snapshot june 2017	Malta	MT	MLT	Cirkewwa	35,98	14,34	jun	17	2017-06-13	Global sewage consortium	wastewater	wastewater metagenome	ERS2597466	ERX2697875	ERR2683261	Illumina	paired	Illumina NovaSeq 6000
387	DTU_2017_387_1_MG_MT_GO	1		2017_jun_mlt_03	DTU2017_MG_83_MT_GO	83	1112	GS snapshot june 2017	Malta	MT	MLT	Ghajnsielem	36,03	14,29	jun	17	2017-06-13	Global sewage consortium	wastewater	wastewater metagenome	ERS2597467	ERX2697876	ERR2683262	Illumina	paired	Illumina NovaSeq 6000
388	DTU_2017_388_1_MG_HU_BU	1		2017_jun_hun_01	DTU2017_MG_84_HU_BU	84	1112	GS snapshot june 2017	Hungary	HU	HUN	Budapest	47,48	19,15	jun	17	2017-06-08	Global sewage consortium	wastewater	wastewater metagenome	ERS2597468	ERX2697877	ERR2683263	Illumina	paired	Illumina NovaSeq 6000
389	DTU_2017_389_1_MG_SA_KA	1		2017_jun_sau_01	DTU2017_MG_85_SA_KA	85	1112	GS snapshot june 2017	Saudi Arabia	SA	SAU	Thuwal	22,28	39,11	jun	17	2017-06-05	Global sewage consortium	wastewater	wastewater metagenome	ERS2597469	ERX2697878	ERR2683264	Illumina	paired	Illumina NovaSeq 6000
390	DTU_2017_390_1_MG_LC_CA	1		2017_jun_lca_01	DTU2017_MG_86_LC_CA	86	1112	GS snapshot june 2017	Saint Lucia	LC	LCA	Castries	13,95	-60,99	jun	17	2017-06-22	Global sewage consortium	wastewater	wastewater metagenome	ERS2597470	ERX2697879	ERR2683265	Illumina	paired	Illumina NovaSeq 6000
391	DTU_2017_391_1_MG_LC_GR	1		2017_jun_lca_02	DTU2017_MG_87_LC_GR	87	1112	GS snapshot june 2017	Saint Lucia	LC	LCA	Gros Islet	14,08	-60,95	jun	17	2017-06-22	Global sewage consortium	wastewater	wastewater metagenome	ERS2597471	ERX2697880	ERR2683266	Illumina	paired	Illumina NovaSeq 6000
392	DTU_2017_392_1_MG_IN_CO	1		2017_jun_ind_01	DTU2017_MG_88_IN_CO	88	1112	GS snapshot june 2017	India	IN	IND	Kochi	9,98	76,25	jun	17	2017-06-13	Global sewage consortium	wastewater	wastewater metagenome	ERS2597472	ERX2697881	ERR2683267	Illumina	paired	Illumina NovaSeq 6000
393	DTU_2017_393_1_MG_TG_LO	1		2017_jun_tgo_01	DTU2017_MG_89_TG_LO	89	1112	GS snapshot june 2017	Togo	TG	TGO	Lome	6,13	1,22	jun	17	2017-06-14	Global sewage consortium	wastewater	wastewater metagenome	ERS2597473	ERX2697882	ERR2683268	Illumina	paired	Illumina NovaSeq 6000
394	DTU_2017_394_1_MG_NG_LA	1		2017_jun_nga_01	DTU2017_MG_90_NG_LA	90	1112	GS snapshot june 2017	Nigeria	NG	NGA	Lagos	6,46	3,39	jun	17	2017-06-07	Global sewage consortium	wastewater	wastewater metagenome	ERS2597475	ERX2697884	ERR2683270	Illumina	paired	Illumina NovaSeq 6000
395	DTU_2017_395_2_MG_CI_BO_b	1		2017_jun_civ_04	DTU2017_MG_91_CI_BO_b	91	1112	GS snapshot june 2017	Cote d'Ivoire	CI	CIV	Bwake	7,71	-5,02	jun	17	2017-06-12	Global sewage consortium	wastewater	wastewater metagenome	ERS2597476	ERX2697885	ERR2683271	Illumina	paired	Illumina NovaSeq 6000
396	DTU_2017_396_1_MG_BW_GA	1		2017_jun_bwa_01	DTU2017_MG_92_BW_GA	92	1112	GS snapshot june 2017	Botswana	BW	BWA	Gaborone	-24,66	25,91	jun	17	2017-06-09	Global sewage consortium	wastewater	wastewater metagenome	ERS2597477	ERX2697886	ERR2683272	Illumina	paired	Illumina NovaSeq 6000
397	DTU_2017_397_1_MG_TW_TA	1		2017_jun_twn_01	DTU2017_MG_93_TW_TA	93	1112	GS snapshot june 2017	Taiwan	TW	TWN	Taipei	25,04	121,56	jun	17	2017-06-06	Global sewage consortium	wastewater	wastewater metagenome	ERS2597478	ERX2697887	ERR2683273	Illumina	paired	Illumina NovaSeq 6000
398	DTU_2017_398_1_MG_US_SE	1		2017_jun_usa_06	DTU2017_MG_94_US_SE	94	1112	GS snapshot june 2017	USA	US	USA	Seattle	47,60	-122,33	jun	17	2017-06-13	Global sewage consortium	wastewater	wastewater metagenome	ERS2597479	ERX2697888	ERR2683274	Illumina	paired	Illumina NovaSeq 6000
399	DTU_2017_399_1_MG_US_WO	1		2017_jun_usa_07	DTU2017_MG_95_US_WO	95	1112	GS snapshot june 2017	USA	US	USA	Woodinville WA	47,75	-122,15	jun	17	2017-06-19	Global sewage consortium	wastewater	wastewater metagenome	ERS2597480	ERX2697889	ERR2683275	Illumina	paired	Illumina NovaSeq 6000
400	DTU_2017_400_1_MG_EC_QU	1	Sample is environmental - sampling site is a river (freddu 11/12-2019)	2017_jun_ecu_01	DTU2017_MG_96_EC_QU	96	1112	GS snapshot june 2017	Ecuador	EC	ECU	Quito	-0,22	-78,51	jun	17	2017-12-14	Global sewage consortium	wastewater	wastewater metagenome	ERS2597481	ERX2697890	ERR2683276	Illumina	paired	Illumina NovaSeq 6000
401	DTU_2017_401_1_MG_PE_PI	1		2017_jun_per_01	DTU2017_MG_97_PE_PI	97	1112	GS snapshot june 2017	Peru	PE	PER	Piura City	-5,17	-80,33	jun	17	2017-06-07	Global sewage consortium	wastewater	wastewater metagenome	ERS2597482	ERX2697891	ERR2683277	Illumina	paired	Illumina NovaSeq 6000
402	DTU_2017_402_1_MG_EC_GY	1	Sample is environmental - sampling site is a river (freddu 11/12-2019)	2017_jun_ecu_02	DTU2017_MG_98_EC_GY	98	1112	GS snapshot june 2017	Ecuador	EC	ECU	Guayaquil	-2,19	-79,89	jun	17	2017-06-14	Global sewage consortium	wastewater	wastewater metagenome	ERS2597483	ERX2697892	ERR2683278	Illumina	paired	Illumina NovaSeq 6000
403	DTU_2017_403_1_MG_EC_CU	1		2017_jun_ecu_03	DTU2017_MG_99_EC_CU	99	1112	GS snapshot june 2017	Ecuador	EC	ECU	Cuenca	-2,90	-79,00	jun	17	2017-06-09	Global sewage consortium	wastewater	wastewater metagenome	ERS2597484	ERX2697893	ERR2683279	Illumina	paired	Illumina NovaSeq 6000
404	DTU_2017_404_1_MG_EC_GA	1		2017_jun_ecu_04	DTU2017_MG_100_EC_GA	100	1112	GS snapshot june 2017	Ecuador	EC	ECU	Galapagos	-0,63	-90,36	jun	17	2017-06-27	Global sewage consortium	wastewater	wastewater metagenome	ERS2597319	ERX2697728	ERR2683114	Illumina	paired	Illumina NovaSeq 6000
405	DTU_2017_405_1_MG_MW_KA	1	The sampling site is an open sewer line (man-made) (freddu 11/12-2019)	2017_jun_mwi_01	DTU2017_MG_101_MW_KA	101	1112	GS snapshot june 2017	Malawi	MW	MWI	Kasungu	-12,99	33,47	jun	17	2017-06-17	Global sewage consortium	wastewater	wastewater metagenome	ERS2597320	ERX2697729	ERR2683115	Illumina	paired	Illumina NovaSeq 6000
406	DTU_2017_406_1_MG_MW_MZ	1	The sampling site is an open sewer line (man-made) (freddu 11/12-2019)	2017_jun_mwi_02	DTU2017_MG_102_MW_MZ	102	1112	GS snapshot june 2017	Malawi	MW	MWI	Mzuzu	-11,46	34,02	jun	17	2017-06-17	Global sewage consortium	wastewater	wastewater metagenome	ERS2597321	ERX2697730	ERR2683116	Illumina	paired	Illumina NovaSeq 6000
407	DTU_2017_407_1_MG_MW_ZO	1	The sampling site is a waste water treatment plant (freddu 11/12-2019)	2017_jun_mwi_03	DTU2017_MG_103_MW_ZO	103	1112	GS snapshot june 2017	Malawi	MW	MWI	Zomba	-15,39	35,33	jun	17	2017-06-13	Global sewage consortium	wastewater	wastewater metagenome	ERS2597322	ERX2697731	ERR2683117	Illumina	paired	Illumina NovaSeq 6000
408	DTU_2017_408_1_MG_MW_BL	1	The sampling site is a waste water treatment plant (freddu 11/12-2019)	2017_jun_mwi_04	DTU2017_MG_104_MW_BL	104	1112	GS snapshot june 2017	Malawi	MW	MWI	Blantyre	-15,79	35,00	jun	17	2017-06-13	Global sewage consortium	wastewater	wastewater metagenome	ERS2597323	ERX2697732	ERR2683118	Illumina	paired	Illumina NovaSeq 6000
409	DTU_2017_409_1_MG_IS_RE	1		2017_jun_isl_01	DTU2017_MG_105_IS_RE	105	1112	GS snapshot june 2017	Iceland	IS	ISL	Reykjavik	64,15	-21,94	jun	17	2017-06-18	Global sewage consortium	wastewater	wastewater metagenome	ERS2597324	ERX2697733	ERR2683119	Illumina	paired	Illumina NovaSeq 6000
410	DTU_2017_410_1_MG_PL_PL	1		2017_jun_pol_01	DTU2017_MG_106_PL_PL	106	1112	GS snapshot june 2017	Poland	PL	POL	Pulawy	51,42	21,97	jun	17	2017-06-05	Global sewage consortium	wastewater	wastewater metagenome	ERS2597325	ERX2697734	ERR2683120	Illumina	paired	Illumina NovaSeq 6000
411	DTU_2017_411_1_MG_NG_IL_a	1	According to correspondance w. Ibrahim Raufu, this waste water comes from university campus septic tanks, capturing sewage from the university (>8,000 people from dormitories, offices, lecture halls, academic environment) (freddu 13-01-2020)	2017_jun_nga_02	DTU2017_MG_107_NG_IL_a	107	1112	GS snapshot june 2017	Nigeria	NG	NGA	Ilorin	8,50	4,55	jun	17	2017-06-15	Global sewage consortium	wastewater	wastewater metagenome	ERS2597326	ERX2697735	ERR2683121	Illumina	paired	Illumina NovaSeq 6000
412	DTU_2017_412_2_MG_NG_IL_b	1	According to correspondance w. Ibrahim Raufu, this waste water comes from university campus septic tanks, capturing sewage from the university (>8,000 people from dormitories, offices, lecture halls, academic environment) (freddu 13-01-2020)	2017_jun_nga_03	DTU2017_MG_108_NG_IL_b	108	1112	GS snapshot june 2017	Nigeria	NG	NGA	Ilorin	8,50	4,55	jun	17	2017-06-18	Global sewage consortium	wastewater	wastewater metagenome	ERS2597327	ERX2697736	ERR2683122	Illumina	paired	Illumina NovaSeq 6000
414	DTU_2017_414_4_MG_NG_IL_d	1	According to correspondance w. Ibrahim Raufu, this waste water comes from university campus septic tanks, capturing sewage from the university (>8,000 people from dormitories, offices, lecture halls, academic environment) (freddu 13-01-2020)	2017_jun_nga_04	DTU2017_MG_110_NG_IL_d	110	1112	GS snapshot june 2017	Nigeria	NG	NGA	Ilorin	8,50	4,55	jun	17	2017-06-18	Global sewage consortium	wastewater	wastewater metagenome	ERS2597329	ERX2697738	ERR2683124	Illumina	paired	Illumina NovaSeq 6000
415	DTU_2017_415_1_MG_NG_ZA_a	1	According to correspondance w. Ibrahim Raufu, this waste water comes from university campus septic tanks, capturing sewage from the university (>8,000 people from dormitories, offices, lecture halls, academic environment) (freddu 13-01-2020)	2017_jun_nga_05	DTU2017_MG_111_NG_ZA_a	111	1112	GS snapshot june 2017	Nigeria	NG	NGA	Zaria	11,11	7,72	jun	17	2017-06-12	Global sewage consortium	wastewater	wastewater metagenome	ERS2597330	ERX2697739	ERR2683125	Illumina	paired	Illumina NovaSeq 6000
416	DTU_2017_416_2_MG_NG_ZA_b	1	According to correspondance w. Ibrahim Raufu, this waste water comes from university campus septic tanks, capturing sewage from the university (>8,000 people from dormitories, offices, lecture halls, academic environment) (freddu 13-01-2020)	2017_jun_nga_06	DTU2017_MG_112_NG_ZA_b	112	1112	GS snapshot june 2017	Nigeria	NG	NGA	Zaria	11,11	7,72	jun	17	2017-06-12	Global sewage consortium	wastewater	wastewater metagenome	ERS2597331	ERX2697740	ERR2683126	Illumina	paired	Illumina NovaSeq 6000
417	DTU_2017_417_3_MG_NG_ZA_c	1	According to correspondance w. Ibrahim Raufu, this waste water comes from university campus septic tanks, capturing sewage from the university (>8,000 people from dormitories, offices, lecture halls, academic environment) (freddu 13-01-2020)	2017_jun_nga_07	DTU2017_MG_113_NG_ZA_c	113	1112	GS snapshot june 2017	Nigeria	NG	NGA	Zaria	11,11	7,72	jun	17	2017-06-12	Global sewage consortium	wastewater	wastewater metagenome	ERS2597332	ERX2697741	ERR2683127	Illumina	paired	Illumina NovaSeq 6000
418	DTU_2017_418_1_MG_NG_IB_a	1		2017_jun_nga_08	DTU2017_MG_114_NG_IB_a	114	1112	GS snapshot june 2017	Nigeria	NG	NGA	Ibadan	7,38	3,90	jun	17	2017-07-18	Global sewage consortium	wastewater	wastewater metagenome	ERS2597333	ERX2697742	ERR2683128	Illumina	paired	Illumina NovaSeq 6000
419	DTU_2017_419_2_MG_NG_IB_b	1		2017_jun_nga_09	DTU2017_MG_115_NG_IB_b	115	1112	GS snapshot june 2017	Nigeria	NG	NGA	Ibadan	7,38	3,90	jun	17	2017-07-18	Global sewage consortium	wastewater	wastewater metagenome	ERS2597334	ERX2697743	ERR2683129	Illumina	paired	Illumina NovaSeq 6000
420	DTU_2017_420_1_MG_NI_MN	1	According to surveymonkey metadata: Waste water comes from a large lake (Lake Managua) which accepts sewage from most of the sorrounding population (freddu 13-01-2020)	2017_jun_nic_01	DTU2017_MG_116_NI_MN	116	1112	GS snapshot june 2017	Nicaragua	NI	NIC	Managua	12,15	-86,27	jun	17	2017-06-29	Global sewage consortium	wastewater	wastewater metagenome	ERS2597335	ERX2697744	ERR2683130	Illumina	paired	Illumina NovaSeq 6000
421	DTU_2017_421_1_MG_NI_MT	1		2017_jun_nic_02	DTU2017_MG_117_NI_MT	117	1112	GS snapshot june 2017	Nicaragua	NI	NIC	Matagalpa	12,96	-85,50	jun	17	2017-06-25	Global sewage consortium	wastewater	wastewater metagenome	ERS2597336	ERX2697745	ERR2683131	Illumina	paired	Illumina NovaSeq 6000
422	DTU_2017_422_1_MG_NI_GR	1	According to surveymonkey metadata: Waste water comes from lake Cocibolca which is polluted by sewage from sorrounding population (freddu 13-01-2020)	2017_jun_nic_03	DTU2017_MG_118_NI_GR	118	1112	GS snapshot june 2017	Nicaragua	NI	NIC	Granada	11,81	-85,90	jun	17	2017-07-02	Global sewage consortium	wastewater	wastewater metagenome	ERS2597337	ERX2697746	ERR2683132	Illumina	paired	Illumina NovaSeq 6000
423	DTU_2017_423_1_MG_NI_MS	1		2017_jun_nic_04	DTU2017_MG_119_NI_MS	119	1112	GS snapshot june 2017	Nicaragua	NI	NIC	Masaya	12,00	-86,05	jun	17	2017-07-02	Global sewage consortium	wastewater	wastewater metagenome	ERS2597338	ERX2697747	ERR2683133	Illumina	paired	Illumina NovaSeq 6000
424	DTU_2017_424_1_MG_TZ_MS	1		2017_jun_tza_03	DTU2017_MG_120_TZ_MS	120	1112	GS snapshot june 2017	Tanzania	TZ	TZA	Moshi	-3,35	37,34	jun	17	2017-06-12	Global sewage consortium	wastewater	wastewater metagenome	ERS2597340	ERX2697749	ERR2683135	Illumina	paired	Illumina NovaSeq 6000
425	DTU_2017_425_1_MG_EE_TA	1		2017_jun_est_01	DTU2017_MG_121_EE_TA	121	1112	GS snapshot june 2017	Estonia	EE	EST	Tartu	58,37	26,73	jun	17	2017-06-19	Global sewage consortium	wastewater	wastewater metagenome	ERS2597341	ERX2697750	ERR2683136	Illumina	paired	Illumina NovaSeq 6000
426	DTU_2017_426_1_MG_EE_TL	1		2017_jun_est_02	DTU2017_MG_122_EE_TL	122	1112	GS snapshot june 2017	Estonia	EE	EST	Tallinn	59,43	24,74	jun	17	2017-06-19	Global sewage consortium	wastewater	wastewater metagenome	ERS2597342	ERX2697751	ERR2683137	Illumina	paired	Illumina NovaSeq 6000
427	DTU_2017_427_1_MG_EE_PR	1		2017_jun_est_03	DTU2017_MG_123_EE_PR	123	1112	GS snapshot june 2017	Estonia	EE	EST	Parnu	58,38	24,51	jun	17	2017-06-13	Global sewage consortium	wastewater	wastewater metagenome	ERS2597343	ERX2697752	ERR2683138	Illumina	paired	Illumina NovaSeq 6000
428	DTU_2017_428_1_MG_EE_NA	1		2017_jun_est_04	DTU2017_MG_124_EE_NA	124	1112	GS snapshot june 2017	Estonia	EE	EST	Narva	59,38	28,20	jun	17	2017-06-07	Global sewage consortium	wastewater	wastewater metagenome	ERS2597344	ERX2697753	ERR2683139	Illumina	paired	Illumina NovaSeq 6000
429	DTU_2017_429_1_MG_TH_PA	1		2017_jun_tha_01	DTU2017_MG_125_TH_PA	125	1112	GS snapshot june 2017	Thailand	TH	THA	Pathum Thani	14,10	100,63	jun	17	2017-06-15	Global sewage consortium	wastewater	wastewater metagenome	ERS2597345	ERX2697754	ERR2683140	Illumina	paired	Illumina NovaSeq 6000
430	DTU_2017_430_1_MG_GE_KU	1		2017_jun_geo_01	DTU2017_MG_126_GE_KU	126	1112	GS snapshot june 2017	Georgia	GE	GEO	Kutaisi	42,26	42,67	jun	17	2017-06-19	Global sewage consortium	wastewater	wastewater metagenome	ERS2597346	ERX2697755	ERR2683141	Illumina	paired	Illumina NovaSeq 6000
431	DTU_2017_431_1_MG_HR_ZA	1		2017_jun_hrv_01	DTU2017_MG_127_HR_ZA	127	1112	GS snapshot june 2017	Croatia	HR	HRV	Zagreb	45,81	15,98	jun	17	2017-06-07	Global sewage consortium	wastewater	wastewater metagenome	ERS2597347	ERX2697756	ERR2683142	Illumina	paired	Illumina NovaSeq 6000
432	DTU_2017_432_1_MG_ZA_PR	1		2017_jun_zaf_01	DTU2017_MG_128_ZA_PR	128	1112	GS snapshot june 2017	South Africa	ZA	ZAF	Pretoria	-25,75	28,19	jun	17	2017-06-05	Global sewage consortium	wastewater	wastewater metagenome	ERS2597348	ERX2697757	ERR2683143	Illumina	paired	Illumina NovaSeq 6000
433	DTU_2017_433_1_MG_LU_LU	1		2017_jun_lux_01	DTU2017_MG_129_LU_LU	129	1112	GS snapshot june 2017	Luxembourg	LU	LUX	Luxembourg	49,82	6,13	jun	17	2017-06-13	Global sewage consortium	wastewater	wastewater metagenome	ERS2597349	ERX2697758	ERR2683144	Illumina	paired	Illumina NovaSeq 6000
434	DTU_2017_434_1_MG_IT_RO	1		2017_jun_ita_04	DTU2017_MG_130_IT_RO	130	1112	GS snapshot june 2017	Italy	IT	ITA	Rome	41,89	12,48	jun	17	2017-06-05	Global sewage consortium	wastewater	wastewater metagenome	ERS2597351	ERX2697760	ERR2683146	Illumina	paired	Illumina NovaSeq 6000
435	DTU_2017_435_1_MG_KR_GW	1		2017_jun_kor_01	DTU2017_MG_131_KR_GW	131	1112	GS snapshot june 2017	South Korea	KR	KOR	Gwangju	35,16	126,85	jun	17	2017-06-15	Global sewage consortium	wastewater	wastewater metagenome	ERS2597352	ERX2697761	ERR2683147	Illumina	paired	Illumina NovaSeq 6000
436	DTU_2017_436_1_MG_GR_TH	1		2017_jun_grc_02	DTU2017_MG_132_GR_TH	132	1112	GS snapshot june 2017	Greece	GR	GRC	Thessaloniki	40,64	22,94	jun	17	2017-06-19	Global sewage consortium	wastewater	wastewater metagenome	ERS2597353	ERX2697762	ERR2683148	Illumina	paired	Illumina NovaSeq 6000
437	DTU_2017_437_1_MG_AU_ME	1		2017_jun_aus_03	DTU2017_MG_133_AU_ME	133	1112	GS snapshot june 2017	Australia	AU	AUS	Melbourne	-37,81	144,96	jun	17	2017-06-14	Global sewage consortium	wastewater	wastewater metagenome	ERS2597354	ERX2697763	ERR2683149	Illumina	paired	Illumina NovaSeq 6000
438	DTU_2017_438_1_MG_PT_PO	1		2017_jun_prt_02	DTU2017_MG_134_PT_PO	134	1112	GS snapshot june 2017	Portugal	PT	PRT	Porto	41,15	-8,61	jun	17	2017-06-13	Global sewage consortium	wastewater	wastewater metagenome	ERS2597355	ERX2697764	ERR2683150	Illumina	paired	Illumina NovaSeq 6000
439	DTU_2017_439_1_MG_GB_ED	1		2017_jun_gbr_03	DTU2017_MG_135_GB_ED	135	1112	GS snapshot june 2017	United Kingdom	GB	GBR	Edinburgh	55,95	-3,19	jun	17	2017-06-12	Global sewage consortium	wastewater	wastewater metagenome	ERS2597356	ERX2697765	ERR2683151	Illumina	paired	Illumina NovaSeq 6000
440	DTU_2017_440_1_MG_CA_RE	1		2017_jun_can_01	DTU2017_MG_136_CA_RE	136	1112	GS snapshot june 2017	Canada	CA	CAN	Regina	50,45	-104,62	jun	17	2017-06-13	Global sewage consortium	wastewater	wastewater metagenome	ERS2597357	ERX2697766	ERR2683152	Illumina	paired	Illumina NovaSeq 6000
441	DTU_2017_441_1_MG_CA_VA	1		2017_jun_can_02	DTU2017_MG_137_CA_VA	137	1112	GS snapshot june 2017	Canada	CA	CAN	Vancouver	49,26	-123,11	jun	17	2017-06-23	Global sewage consortium	wastewater	wastewater metagenome	ERS2597358	ERX2697767	ERR2683153	Illumina	paired	Illumina NovaSeq 6000
442	DTU_2017_442_1_MG_CA_CA	1		2017_jun_can_03	DTU2017_MG_138_CA_CA	138	1112	GS snapshot june 2017	Canada	CA	CAN	Calgary	51,05	-114,06	jun	17	2017-06-13	Global sewage consortium	wastewater	wastewater metagenome	ERS2597359	ERX2697768	ERR2683154	Illumina	paired	Illumina NovaSeq 6000
443	DTU_2017_443_1_MG_CA_OT	1		2017_jun_can_04	DTU2017_MG_139_CA_OT	139	1112	GS snapshot june 2017	Canada	CA	CAN	Ottawa	45,42	-75,69	jun	17	2017-06-14	Global sewage consortium	wastewater	wastewater metagenome	ERS2597360	ERX2697769	ERR2683155	Illumina	paired	Illumina NovaSeq 6000
444	DTU_2017_444_1_MG_BG_SO	1		2017_jun_bgr_01	DTU2017_MG_140_BG_SO	140	1112	GS snapshot june 2017	Bulgaria	BG	BGR	Sofia	42,70	23,32	jun	17	2017-06-18	Global sewage consortium	wastewater	wastewater metagenome	ERS2597362	ERX2697771	ERR2683157	Illumina	paired	Illumina NovaSeq 6000
445	DTU_2017_445_1_MG_GB_NC	1		2017_jun_gbr_04	DTU2017_MG_141_GB_NC	141	1112	GS snapshot june 2017	United Kingdom	GB	GBR	Newcastle Upon Tyne	54,97	-1,61	jun	17	2017-07-29	Global sewage consortium	wastewater	wastewater metagenome	ERS2597363	ERX2697772	ERR2683158	Illumina	paired	Illumina NovaSeq 6000
446	DTU_2017_446_1_MG_CA_TO	1		2017_jun_can_05	DTU2017_MG_142_CA_TO	142	1112	GS snapshot june 2017	Canada	CA	CAN	Toronto	43,65	-79,39	jun	17	2017-06-14	Global sewage consortium	wastewater	wastewater metagenome	ERS2597364	ERX2697773	ERR2683159	Illumina	paired	Illumina NovaSeq 6000
447	DTU_2017_447_1_MG_UG_KA	1		2017_jun_uga_01	DTU2017_MG_143_UG_KA	143	1112	GS snapshot june 2017	Uganda	UG	UGA	Kampala	0,32	32,58	jun	17	2017-06-19	Global sewage consortium	wastewater	wastewater metagenome	ERS2597365	ERX2697774	ERR2683160	Illumina	paired	Illumina NovaSeq 6000
448	DTU_2017_448_1_MG_IN_MP	1		2017_jun_ind_02	DTU2017_MG_144_IN_MP	144	1112	GS snapshot june 2017	India	IN	IND	Udupi	13,34	74,75	jun	17	2017-06-19	Global sewage consortium	wastewater	wastewater metagenome	ERS2597366	ERX2697775	ERR2683161	Illumina	paired	Illumina NovaSeq 6000
449	DTU_2017_449_1_MG_NO_OS	1		2017_jun_nor_01	DTU2017_MG_145_NO_OS	145	1112	GS snapshot june 2017	Norway	NO	NOR	Oslo	59,91	10,74	jun	17	2017-06-07	Global sewage consortium	wastewater	wastewater metagenome	ERS2597367	ERX2697776	ERR2683162	Illumina	paired	Illumina NovaSeq 6000
450	DTU_2017_450_1_MG_PK_KA	1		2017_jun_pak_01	DTU2017_MG_146_PK_KA	146	1112	GS snapshot june 2017	Pakistan	PK	PAK	Karachi	25,14	67,18	jun	17	2017-06-12	Global sewage consortium	wastewater	wastewater metagenome	ERS2597368	ERX2697777	ERR2683163	Illumina	paired	Illumina NovaSeq 6000
451	DTU_2017_451_1_MG_PK_HY	1		2017_jun_pak_02	DTU2017_MG_147_PK_HY	147	1112	GS snapshot june 2017	Pakistan	PK	PAK	Hyderabad	25,38	68,38	jun	17	2017-06-15	Global sewage consortium	wastewater	wastewater metagenome	ERS2597369	ERX2697778	ERR2683164	Illumina	paired	Illumina NovaSeq 6000
452	DTU_2017_452_1_MG_BF_OU	1		2017_jun_bfa_01	DTU2017_MG_148_BF_OU	148	1112	GS snapshot june 2017	Burkina Faso	BF	BFA	Ouagadougou	12,37	-1,53	jun	17	2017-06-13	Global sewage consortium	wastewater	wastewater metagenome	ERS2597370	ERX2697779	ERR2683165	Illumina	paired	Illumina NovaSeq 6000
453	DTU_2017_453_1_MG_BF_BO	1		2017_jun_bfa_02	DTU2017_MG_149_BF_BO	149	1112	GS snapshot june 2017	Burkina Faso	BF	BFA	Bobo Dioulasso	11,18	-4,30	jun	17	2017-06-16	Global sewage consortium	wastewater	wastewater metagenome	ERS2597371	ERX2697780	ERR2683166	Illumina	paired	Illumina NovaSeq 6000
454	DTU_2017_454_1_MG_SG_JU	1		2017_jun_sgp_01	DTU2017_MG_150_SG_JU	150	1112	GS snapshot june 2017	Singapore	SG	SGP	Singapore	1,36	103,82	jun	17	2017-06-14	Global sewage consortium	wastewater	wastewater metagenome	ERS2597373	ERX2697782	ERR2683168	Illumina	paired	Illumina NovaSeq 6000
455	DTU_2017_455_1_MG_PY_CO	1	Sample is environmental - sampling site is a river (freddu 11/12-2019)	2017_jun_pry_03	DTU2017_MG_151_PY_CO	151	1112	GS snapshot june 2017	Paraguay	PY	PRY	Costanera	-25,39	-54,63	jun	17	2017-06-15	Global sewage consortium	wastewater	wastewater metagenome	ERS2597374	ERX2697783	ERR2683169	Illumina	paired	Illumina NovaSeq 6000
